,id_c,education_background_c,professional_experience_c,skills_c,gender_c,agg_perceived_foreign_c
505,505,"[{'institution': 'Elbs', 'start_date': 'October 2020', 'end_date': 'November 2020', 'degree': 'Expert Master in Chromotography'}, {'institution': 'Commercial College Of The West', 'start_date': 'January 2013', 'end_date': 'December 2017', 'degree': 'Bachelor Of Sciences And Letters'}]","[{'institution': 'El Corte Ingls', 'start_date': 'December 2021', 'end_date': 'June 2022', 'role': 'Saleswoman', 'duration': '6 months', 'duration_months': 6}]","['Microsoft Excel', 'Microsoft Office', 'English', 'Quality Control', 'Microsoft Outlook', 'Quality Management', 'Catalan', 'Management']",Man,No
507,507,"[{'institution': 'Humboldt University Of Berlin', 'start_date': 'December 2007', 'end_date': 'January 2012', 'degree': 'Bachelor Comoputer Science'}]","[{'institution': 'Music Cognition Group At University Of Amsterdam', 'start_date': 'February 2022', 'end_date': 'June 2022', 'role': 'Internship', 'duration': '4 months', 'duration_months': 4}]","['English', 'Sql (Programming Language)', 'Data Engineering', 'Data Science', 'Customer Service', 'Management', 'Communications', 'Spanish', 'Research', 'C (Programming Language)', 'Planning', 'Library', 'Docker (Software)', 'Mongodb', 'Machine Learning', 'French', 'Computer Science', 'Python (Programming Language)', 'Apache Spark', 'Apache Kafka', 'Agile Software Development', 'Leadership']",Woman,No
508,508,"[{'institution': 'University Of Alicante', 'start_date': 'January 2019', 'end_date': 'December 2020', 'degree': 'Master In Natural Risk Planning And Management'}, {'institution': 'Pierre Et Marie Curie University Sorbonne University', 'start_date': 'January 2012', 'end_date': 'December 2015', 'degree': 'Bachelor Of Science In Physics'}]","[{'institution': 'Metec Diagnostic', 'start_date': 'July 2023', 'end_date': 'October 2023', 'role': 'Intern In Technical Office', 'duration': '3 months', 'duration_months': 3}]","['Opera (Web Browser)', 'English', 'Ubuntu (Operating System)', 'Photonics', 'Data Analysis', 'Mysql', 'Linux', 'Gnu Image Manipulation Program (Gimp)', 'Swedish', 'Research', 'Planning', 'Image Quality', 'Julia (Programming Language)', 'Astronomy', 'French', 'Python (Programming Language)', 'Labview', 'Source (Game Engine)', 'Teaching']",Woman,No
510,510,"[{'institution': 'Universiteit Van Amsterdam', 'start_date': 'September 2020', 'end_date': 'June 2022', 'degree': 'Master Social Sciences Research'}, {'institution': 'Politecnico Di Torino', 'start_date': 'September 2014', 'end_date': 'October 2017', 'degree': 'Bs In Mathematical Engineering'}]","[{'institution': 'Bonarea', 'start_date': 'December 2021', 'end_date': 'March 2022', 'role': 'Food Production', 'duration': '3 months', 'duration_months': 3}]","['Data Modeling', 'English', 'R (Programming Language)', 'Time Series', 'Optical Character Recognition (Ocr)', 'Management', 'Deep Learning', 'Collaboration', 'Transformers (Electrical)', 'Innovation', 'Computer Vision', 'Anomaly Detection', 'C (Programming Language)', 'Forecasting', '3D Rendering', 'Italian', 'Rendering', 'Machine Learning', 'Tensorflow', 'Python (Programming Language)', 'Natural Language Processing', 'Scikit-Learn (Machine Learning Library)', 'Prediction']",Man,No
511,511,"[{'institution': 'Humboldt University Of Berlin', 'start_date': 'October 2018', 'end_date': 'September 2021', 'degree': 'Master Of Science In Psychology'}, {'institution': 'Politecnico Di Torino', 'start_date': 'September 2014', 'end_date': 'October 2017', 'degree': 'Bs In Mathematical Engineering'}]","[{'institution': 'Eivee', 'start_date': 'October 2018', 'end_date': 'January 2020', 'role': 'Software Developer', 'duration': '1 year, 3 months', 'duration_months': 15}]","['Trajectory', 'Django (Web Framework)', 'English', 'Data Modeling', 'Vietnamese', 'R (Programming Language)', 'Natural Resource Management', 'Sustainable Development', 'Time Series', 'Optical Character Recognition (Ocr)', 'Management', 'Spanish', 'Deep Learning', 'Collaboration', 'Innovation', 'Transformers (Electrical)', 'Computer Vision', 'Anomaly Detection', 'Matlab', 'Forecasting', 'C (Programming Language)', 'Docker (Software)', 'Italian', '3D Rendering', 'Machine Learning', 'Rendering', 'Pytorch (Machine Learning Library)', 'Tensorflow', 'Python (Programming Language)', 'Cascading Style Sheets (Css)', 'Natural Language Processing', 'Teaching', 'Scikit-Learn (Machine Learning Library)', 'Prediction']",Woman,No
513,513,"[{'institution': 'Radboud University Nijmegen', 'start_date': 'September 2023', 'end_date': 'Currrent', 'degree': 'Msc Intelligent Technology'}, {'institution': 'University Of Seville', 'start_date': 'January 2020', 'end_date': 'December 2021', 'degree': 'Masters Degree In Teaching In Compulsory Secondary Education Baccalaureate Vocational Training And Language Teaching'}, {'institution': 'Radboud University Nijmegen', 'start_date': 'October 2009', 'end_date': 'July 2012', 'degree': 'Bsc in Physics and Computer Science'}]","[{'institution': 'Databiz', 'start_date': 'April 2015', 'end_date': 'February 2016', 'role': 'Machine Learning Engineer', 'duration': '10 months', 'duration_months': 10}]","['Python (Programming Language)', 'Automation', 'English', 'Matlab', 'Spanish', 'Agile Software Development', 'Bash (Scripting Language)']",Man,Yes
518,518,"[{'institution': 'Stanford University', 'start_date': 'January 2016', 'end_date': 'December 2016', 'degree': 'Master Of Arts Ma Education'}, {'institution': 'University Of Ljubljana', 'start_date': 'July 2008', 'end_date': 'February 2011', 'degree': 'Master Of Science Msc Computer Science'}, {'institution': 'University Of Ljubljana', 'start_date': 'September 2005', 'end_date': 'June 2008', 'degree': 'Bachelor Of Science Bsc Computer Science'}]","[{'institution': 'General Warehouse Logistics', 'start_date': 'July 2023', 'end_date': 'August 2023', 'role': 'Administrative', 'duration': '1 months', 'duration_months': 1}, {'institution': 'Accounting', 'start_date': 'June 2020', 'end_date': 'March 2021', 'role': 'Administrative', 'duration': '9 months', 'duration_months': 9}, {'institution': 'Factotusit Srl', 'start_date': 'November 1990', 'end_date': 'June 2006', 'role': 'Full Stack Developer', 'duration': '15 years, 7 months', 'duration_months': 187}]","['Javascript (Programming Language)', 'English', 'C (Programming Language)', 'Planning', 'Sql (Programming Language)', 'Objective-C (Programming Language)', 'Mongodb', 'Teaching', 'Data Analysis', 'Visualization', 'Amazon Web Services', 'Json', 'Web Applications', 'Research', 'Onboarding', 'Management', 'App Store (Ios)']",Man,Yes
524,524,"[{'institution': 'Radboud University Nijmegen', 'start_date': 'September 2023', 'end_date': 'Currrent', 'degree': 'Msc Intelligent Technology'}, {'institution': 'Alexandru Ioan Cuza University', 'start_date': 'September 2019', 'end_date': 'July 2023', 'degree': 'Bsc Artificial Intelligence'}]","[{'institution': 'University Of Klagenfurt', 'start_date': 'September 2020', 'end_date': 'Current', 'role': 'Marie Curie Fellow', 'duration': '4 years, 6 months', 'duration_months': 54}]","['Python (Programming Language)', 'Dutch', 'Microsoft Excel', 'English', 'Artificial Intelligence', 'Machine Learning', 'Critical Thinking']",Woman,No
529,529,"[{'institution': 'University Of Helsinki', 'start_date': 'August 2018', 'end_date': 'May 2020', 'degree': 'Msc In Computer Science'}, {'institution': 'Western Norway University Of Applied Sciences', 'start_date': 'October 2013', 'end_date': 'September 2016', 'degree': 'Bsc In Applied Computer Science'}]","[{'institution': 'University Of Helsinki', 'start_date': 'February 2023', 'end_date': 'Current', 'role': 'Research Assistant', 'duration': '2 years, 1 months', 'duration_months': 25}]","['Algorithms', 'Decision Making', 'Web Development', 'Social Justice', 'English', 'Justice', 'Openstreetmap', 'Machine Learning', 'Java (Programming Language)', 'Data Science', 'Mongodb', 'Codebase', 'Research', 'Visualization', 'Management', 'Computer Science']",Man,No
530,530,"[{'institution': 'Radboud University Nijmegen', 'start_date': 'September 2023', 'end_date': 'Currrent', 'degree': 'Msc Intelligent Technology'}, {'institution': 'University Of Copenhagen', 'start_date': 'September 2013', 'end_date': 'December 2015', 'degree': 'Msc in Nanoscience'}, {'institution': 'Universit Degli Studi Di Milano', 'start_date': 'December 2007', 'end_date': 'January 2012', 'degree': 'Bachelor Comoputer Science'}]","[{'institution': 'Bericap', 'start_date': 'March 2022', 'end_date': 'September 2022', 'role': 'Laboratory Analyst', 'duration': '6 months', 'duration_months': 6}]","['Python (Programming Language)', 'German', 'Sql (Programming Language)', 'English', 'Pandas (Python Package)', 'Machine Learning', 'Research', 'Management']",Man,No
533,533,"[{'institution': 'Radboud University', 'start_date': 'September 2020', 'end_date': 'Current', 'degree': 'Master In Data Science'}, {'institution': 'Universit Degli Studi Di Milano', 'start_date': 'October 2014', 'end_date': 'September 2018', 'degree': 'Bachelor Of Science In Psychology'}, {'institution': 'Bangor University', 'start_date': 'January 2017', 'end_date': 'June 2017', 'degree': 'Erasmus Semester'}]","[{'institution': 'Eivee', 'start_date': 'November 2021', 'end_date': 'January 2024', 'role': 'Data Solution Engineer and Product Developer', 'duration': '2 years, 2 months', 'duration_months': 26}]",['English'],Woman,No
537,537,"[{'institution': 'Western Norway University Of Applied Sciences', 'start_date': 'August 2020', 'end_date': 'June 2022', 'degree': 'Msc In Computer Science  Data Science'}, {'institution': 'Commercial College Of The West', 'start_date': 'January 2012', 'end_date': 'December 2015', 'degree': 'Bachelor Of Science In Physics'}]","[{'institution': 'Uquifa', 'start_date': 'December 2022', 'end_date': 'February 2023', 'role': 'Validation Analyst And Laboratory Analyst', 'duration': '2 months', 'duration_months': 2}]","['Planning', 'Python (Programming Language)', 'Teaching', 'Research']",Man,No
539,539,"[{'institution': 'Radboud University Nijmegen', 'start_date': 'September 2023', 'end_date': 'Currrent', 'degree': 'Msc Intelligent Technology'}, {'institution': 'Alexandru Ioan Cuza University', 'start_date': 'September 2019', 'end_date': 'July 2023', 'degree': 'Bsc Artificial Intelligence'}]","[{'institution': 'Microsoft', 'start_date': 'July 2015', 'end_date': 'August 2015', 'role': 'Web Development Intern', 'duration': '1 months', 'duration_months': 1}]","['Dutch', 'Microsoft Excel', 'Microsoft Word', 'English', 'Problem Solving', 'Triage', 'Artificial Intelligence', 'Machine Learning', 'Java (Programming Language)', 'Data Science', 'Registration', 'Critical Thinking', 'Microsoft Powerpoint']",Man,No
540,540,"[{'institution': 'Universit Degli Studi Di Milano', 'start_date': 'August 2020', 'end_date': 'June 2022', 'degree': 'Msc In Computer Science  Data Science'}, {'institution': 'University Of Zurich', 'start_date': 'October 2013', 'end_date': 'September 2016', 'degree': 'Bsc In Applied Computer Science'}]","[{'institution': 'Importeq Sas', 'start_date': 'January 2018', 'end_date': 'July 2018', 'role': 'Gis Assistant', 'duration': '6 months', 'duration_months': 6}]","['Algorithms', 'Web Development', 'Social Justice', 'Dimensionality Reduction', 'English', 'Management', 'Justice', 'Openstreetmap', 'Machine Learning', 'Data Science', 'Java (Programming Language)', 'Codebase', 'Research', 'Visualization', 'Decision Making', 'Computer Science']",Man,Yes
541,541,"[{'institution': 'University Of Ljubljana', 'start_date': 'July 2008', 'end_date': 'February 2011', 'degree': 'Master Of Science Msc Computer Science'}, {'institution': 'University Of Ljubljana', 'start_date': 'September 2005', 'end_date': 'June 2008', 'degree': 'Bachelor Of Science Bsc Computer Science'}]","[{'institution': 'Civic Ai Lab', 'start_date': 'May 2021', 'end_date': 'Current', 'role': 'Lab Manager', 'duration': '3 years, 10 months', 'duration_months': 46}, {'institution': 'Siti  Barbieri  Tarozzi', 'start_date': 'October 1993', 'end_date': 'September 2006', 'role': 'Designer', 'duration': '12 years, 11 months', 'duration_months': 155}]",['English'],Man,No
550,550,"[{'institution': 'Universit Degli Studi Di Milano', 'start_date': 'January 2012', 'end_date': 'December 2015', 'degree': 'Bachelor Of Science In Physics'}]","[{'institution': 'Dinak', 'start_date': 'July 2023', 'end_date': 'October 2023', 'role': 'Intern In Technical Office', 'duration': '3 months', 'duration_months': 3}]","['Opera (Web Browser)', 'Ubuntu (Operating System)', 'Photonics', 'Physics', 'Linux', 'Gnu Image Manipulation Program (Gimp)', 'Swedish', 'Research', 'Curiosity', 'Digital Cameras', 'Matlab', 'Julia (Programming Language)', 'Planning', 'Medical Devices', 'Astronomy', 'French', 'Python (Programming Language)', 'Labview', 'Source (Game Engine)', 'Teaching']",Man,Yes
553,553,"[{'institution': 'Universit Degli Studi Di Milano', 'start_date': 'October 2014', 'end_date': 'September 2018', 'degree': 'Bachelor Of Science In Psychology'}, {'institution': 'Bangor University', 'start_date': 'January 2017', 'end_date': 'June 2017', 'degree': 'Erasmus Semester'}]","[{'institution': 'Aristocrazy', 'start_date': 'December 2021', 'end_date': 'June 2022', 'role': 'Saleswoman', 'duration': '6 months', 'duration_months': 6}]","['Communications', 'Python (Programming Language)', 'German', 'English', 'Matlab', 'Spanish', 'Italian', 'Operations', 'Research', 'Management']",Woman,No
555,555,"[{'institution': 'Radboud University Nijmegen', 'start_date': 'September 2023', 'end_date': 'Currrent', 'degree': 'Msc Intelligent Technology'}, {'institution': 'Radboud University Nijmegen', 'start_date': 'September 2019', 'end_date': 'July 2023', 'degree': 'Bsc Artificial Intelligence'}]","[{'institution': 'Brain Circuits And Behavior Lab At Barcelona', 'start_date': 'February 2022', 'end_date': 'June 2022', 'role': 'Internship', 'duration': '4 months', 'duration_months': 4}]","['Microsoft Windows', 'Microsoft Word', 'English', 'Sql (Programming Language)', 'Data Science', 'Problem Solving', 'Dutch', 'Spanish', 'Java (Programming Language)', 'Critical Thinking', 'Microsoft Excel', 'C (Programming Language)', 'Triage', 'Machine Learning', 'Python (Programming Language)', 'German', 'Artificial Intelligence', 'Registration', 'Microsoft Powerpoint']",Woman,No
564,564,"[{'institution': 'Radboud University', 'start_date': 'September 2020', 'end_date': 'Current', 'degree': 'Master In Data Science'}, {'institution': 'University Of Alcala De Henares', 'start_date': 'January 2011', 'end_date': 'December 2017', 'degree': 'Geographical And Environmental Engineer'}, {'institution': 'Bangor University', 'start_date': 'January 2017', 'end_date': 'June 2017', 'degree': 'Erasmus Semester'}]","[{'institution': 'Bournemouth University', 'start_date': 'May 2018', 'end_date': 'June 2021', 'role': 'Student Assistant', 'duration': '3 years, 1 months', 'duration_months': 37}]","['Python (Programming Language)', 'Spanish', 'Communications', 'English']",Woman,Yes
